# Wavelength [microns], (rp/rs)^2, error
0.5707042451607822,nan,0.008920576646452225
0.5745043594464965,1.8490517638577655,0.009394496644665393
0.5783044737322107,1.83376367535286,0.009070921800690204
0.582104588017925,1.8346511505948253,0.008821113657201535
0.5859047023036392,1.8329169685008864,0.00638393321432916
0.5897048165893535,nan,nan
0.5935049308750677,nan,nan
0.597305045160782,nan,0.008258778430927927
0.6011051594464962,1.826805387304728,0.008267485103211417
0.6049052737322105,1.8062952392086473,0.009217469206948548
0.6087053880179247,1.8332099574998648,0.008126117809736585
0.612505502303639,nan,0.007543841158949224
0.6163056165893532,nan,0.00765186852151184
0.6201057308750675,nan,0.007646583857848568
0.6239058451607817,1.8264774187116206,0.008059224641607243
0.627705959446496,nan,0.008490127596759434
0.6315060737322102,1.8274766631156685,0.009009433092307603
0.6353061880179245,nan,0.008318733979063506
0.6391063023036387,nan,0.00773769222526359
0.642906416589353,1.7970899391516801,0.008134888201915408
0.6467065308750672,1.8090074053003606,0.008644009786770712
0.6505066451607815,nan,0.007646070290091497
0.6543067594464957,1.7965319978941132,0.0064248385543985015
0.65810687373221,1.7932477074869857,0.008737564246677834
0.6619069880179242,1.800813949077897,0.007578181867560346
0.6657071023036385,1.807585884908944,0.008124906115688016
0.6695072165893527,1.8170914632171387,0.008197964833681765
0.673307330875067,nan,0.008820023815475295
0.6771074451607813,1.812414580338401,0.008098318475597416
0.6809075594464955,1.7932524196510164,0.007973782728329035
0.6847076737322098,1.7893053929924176,0.008059430232380121
0.688507788017924,1.7985679859281616,0.008584442443022866
0.6923079023036383,1.7857980665694766,0.008258904228327854
0.6961080165893525,1.7882684481627062,0.008114657062336175
0.6999081308750668,nan,0.00814385533647495
0.703708245160781,1.7844862458064774,0.008290083041790144
0.7075083594464953,1.7853568232199042,0.007554214407670332
0.7113084737322095,1.7948398039454705,0.007779269200361774
0.7151085880179238,1.7978897244013161,0.008900610166471395
0.718908702303638,nan,0.007176822454901463
0.7227088165893523,nan,0.00841524216167941
0.7265089308750665,nan,0.007942966603762328
0.7303090451607808,nan,0.008521345832881305
0.734109159446495,1.791645903110053,0.008102562158685336
0.7379092737322093,nan,0.007397126188594949
0.7417093880179235,1.7651999842920199,0.00931925075586329
0.7455095023036378,nan,0.00858796854209358
0.749309616589352,nan,0.008342262297937608
0.7531097308750663,nan,0.008247628483138564
0.7569098451607805,nan,0.008165257182292038
0.7607099594464948,nan,0.007773062521491264
0.764510073732209,nan,0.0072444247638293185
0.7683101880179233,1.7714904040492194,0.009947401625576974
0.7721103023036375,nan,0.008179195903846442
0.7759104165893518,nan,0.00868406953268841
0.779710530875066,1.7772217294831618,0.008232471374743783
0.7835106451607803,nan,0.010287680967637977
0.7873107594464945,1.7610570259967635,0.007697527404268087
0.7911108737322088,1.7776274599715527,0.007911395405619387
0.794910988017923,nan,0.008955032272026445
0.7987111023036373,1.7519344115435043,0.01003625265490471
0.8025112165893515,1.7596546287926056,0.009800463206208893
0.8063113308750658,nan,0.007689006587851752
0.81011144516078,nan,0.010612141586102339
0.8139115594464943,nan,0.010709765595027718
0.8177116737322085,nan,0.007974809027625623
0.8215117880179228,1.7434286374221113,0.009768178345890069
0.825311902303637,1.7662514143881982,0.011824499814405004
0.8291120165893513,1.7448030221144395,0.010636575518999797
0.8329121308750655,nan,0.009311103425997669
0.8367122451607798,nan,0.011483837686796644
0.840512359446494,nan,0.012398395785541416
0.8443124737322083,nan,0.011754017655839569
0.8481125880179226,nan,0.011930717908380933
0.8519127023036368,nan,0.01088732045872072
0.855712816589351,nan,0.009008064683625056
0.8595129308750653,nan,0.011913211808050467
0.8633130451607796,nan,0.011950611363962041
0.8671131594464938,1.7248454190164968,0.008656633855691487
0.8709132737322081,nan,0.01204336947120549
0.8747133880179223,nan,0.011361036119851911
0.8785135023036366,nan,0.012846985235392266
0.8823136165893508,nan,nan
0.8861137308750651,nan,0.011234321375522965
0.8899138451607793,nan,0.011213923636043191
0.8937139594464936,nan,0.012525876136873157
0.8975140737322078,nan,0.011890360349455648
0.9013141880179221,nan,0.009640272926863397
0.9051143023036363,nan,0.01213095786337312
0.9089144165893506,nan,0.009656284288003109
0.9127145308750648,1.7051935999501382,0.012047776314276504
0.9165146451607791,1.7353957911330082,0.007427599210258276
0.9203147594464933,nan,0.013121729181470379
0.9241148737322076,1.7276784959228246,0.009829772102212808
0.9279149880179218,nan,0.01290636750489113
0.9317151023036361,nan,0.00908719257672122
0.9355152165893503,nan,0.013681764688412701
0.9393153308750646,1.6994297514339165,0.012983200737612041
