# Wavelength [microns], (rp/rs)^2, error
0.5395136621900825,2.0259804659523617,0.021437188119737688
0.5403379051523758,1.9046747755834297,0.02056345429542368
0.5411621481146692,nan,nan
0.5419863910769627,2.0138951122005375,0.020403223584504818
0.542810634039256,2.011246784501153,0.020401056561027836
0.5436348770015493,nan,nan
0.5444591199638428,1.8802815790156986,0.02054205262609285
0.5452833629261362,nan,nan
0.5461076058884295,1.9686727479707833,0.020504890729063086
0.5469318488507229,1.8550489544931807,0.02005094924992512
0.5477560918130163,2.0932216250711053,0.020929431216317948
0.5593039023036395,1.7791602312420913,0.010355077042898536
0.5631040165893537,1.8381013039054959,0.010459231317294301
0.566904130875068,nan,0.009627330261545441
