# Wavelength [microns], (rp/rs)^2, error
0.45214390818698347,nan,nan
0.45296815114927685,1.9500918717381373,0.02315408084022641
0.45379239411157024,2.0399540633657427,0.02340883721106725
0.4546166370738636,2.0106934598931847,0.023538994370214325
0.455440880036157,1.887462040534217,0.022477594757938646
0.4562651229984504,1.9645517114151274,0.021886486210823813
0.4570893659607438,1.9589863656077036,0.021801327118583028
0.4579136089230372,2.0672487842091427,0.022448276108532825
0.45873785188533056,2.0780859505772433,0.022587372980031536
0.45956209484762395,2.0985356281945,0.022988751048264727
0.46038633780991733,2.038086440162124,0.023039281536474734
0.4612105807722107,2.0014076291055707,0.02186402275587418
0.4620348237345041,2.0076375088554093,0.02200818720556677
0.4628590666967975,2.0258738106485072,0.02229862731960852
0.4636833096590909,2.0079830152529436,0.022686719823285934
0.46450755262138427,nan,nan
0.46533179558367765,2.0031800993547653,0.022323631701158878
0.46615603854597104,1.892552220141347,0.02220988207880803
0.4669802815082644,1.906892230464199,0.02239055656525976
0.4678045244705578,2.1031729061159075,0.022631707368124185
0.4686287674328512,1.978391596437878,0.02243399111234584
0.4694530103951446,1.9780514814220662,0.023299156030825996
0.470277253357438,1.9983217277519287,0.02256401769694036
0.47110149631973136,2.040719771562953,0.02274853345292406
0.47192573928202475,1.942586947194198,0.022391115749941654
0.47274998224431813,1.9533213305080752,0.02266655440499102
0.4735742252066115,1.895919776660456,0.02231377539125695
0.4743984681689049,2.030169600174602,0.022120411483621955
0.4752227111311983,1.8678044784175791,0.02232625359179577
0.4760469540934917,2.1174028943915433,0.023107839845467118
0.47687119705578507,2.0336163553861657,0.02263762711753499
0.47769544001807845,1.9759534658795679,0.02200965142345364
0.47851968298037184,2.0738481786158,0.02253899789827693
0.4793439259426652,2.0887769846985047,0.02216831249403882
0.4801681689049586,2.0297129631466007,0.02129104858411765
0.480992411867252,1.964469829537946,0.021682137917529085
0.4818166548295454,2.0163803587691937,0.022025521447389604
0.4826408977918388,1.956585090730134,0.021958350197291004
0.48346514075413216,1.9303431944671694,0.021798226367771706
0.48428938371642555,1.9429579452357084,0.02171208969472399
0.48511362667871893,1.9342767490024442,0.021840183040311434
0.4859378696410123,1.9757518158016987,0.022371147454208068
0.4867621126033057,2.010643982846715,0.02253753502282213
0.4875863555655991,2.0211784015407703,0.022783867086389673
0.4884105985278925,1.9856307793131842,0.022164660475099476
0.48923484149018587,2.1189658237770606,0.02152432428118821
0.49005908445247925,2.0340436448237775,0.021827563342904574
0.49088332741477264,1.9565250648167303,0.021733039325399356
0.49170757037706603,1.9496987689244474,0.022031529832330227
0.4925318133393594,2.0424832144347658,0.02198459321498987
0.4933560563016528,2.003166018143852,0.021915043548506596
0.4941802992639462,1.9693846436818534,0.02109888886257759
0.4950045422262396,2.0414397241216244,0.021566035237008396
0.49582878518853296,1.9037090399906234,0.021234489776100415
0.49665302815082635,1.9755856448318965,0.02187172678315176
0.49747727111311973,1.8493841946987322,0.02133548279797462
0.4983015140754131,2.052494523588292,0.02148009278891902
0.4991257570377065,1.9334785177666847,0.021978583498389465
0.4999499999999999,1.9628410539187342,0.019757921338999992
0.5007742429622932,2.0213454363687733,0.022705976583940052
0.5015984859245867,2.057341404140176,0.022526534889367317
0.5024227288868801,2.0219060527186743,0.022707533240453118
0.5032469718491734,1.9585468178493703,0.02253969259729642
0.5040712148114668,2.006573522659313,0.02200403354619858
0.5048954577737602,1.9968171522040632,0.021958790210183793
0.5057197007360537,2.0712377722970103,0.02234241043616164
0.506543943698347,1.9925436783261137,0.022164965980261617
0.5073681866606403,nan,nan
0.5081924296229338,2.0436897224632444,0.022203294733200846
0.5090166725852272,nan,nan
0.5098409155475205,1.983170293798263,0.023070797198864942
0.5106651585098139,1.904559185136238,0.022490308472625925
0.5114894014721073,1.9327706276026633,0.02251800182087628
0.5123136444344008,nan,nan
0.5131378873966941,nan,nan
0.5139621303589874,1.9233537628686288,0.022487031360169177
0.5147863733212809,1.9744453663906019,0.023029154737056953
0.5156106162835743,1.8762472085433282,0.02312770476066775
0.5164348592458676,1.9835842087121576,0.023653557761571173
0.517259102208161,2.0337151304783156,0.023800242420245546
0.5180833451704544,nan,nan
0.5189075881327478,1.938991845194088,0.02282447034848041
0.5197318310950412,nan,nan
0.5205560740573345,2.0332540000216124,0.022227864314637233
0.521380317019628,1.9488971541129405,0.021510908467003986
0.5222045599819214,1.964127629947947,0.021631898852367618
0.5230288029442147,1.851835570508796,0.020980940532442857
0.523853045906508,1.9698099783271534,0.020732509003006452
0.5246772888688015,1.9259873897586366,0.020185389900054945
0.5255015318310949,1.879250089142388,0.02130463724420162
0.5263257747933883,1.9519635365727401,0.021572818577524425
0.5271500177556816,2.0167910289681763,0.02176536260028554
0.527974260717975,2.1148959539285697,0.021231814104487323
0.5287985036802685,nan,nan
0.5296227466425618,2.0139739870880917,0.020440330276062443
0.5304469896048551,1.9725640250224212,0.020011062825720308
0.5312712325671486,nan,nan
0.532095475529442,nan,nan
0.5329197184917354,1.9611981474442417,0.020757523829925337
0.5337439614540287,1.9328360193770526,0.02021966877895423
0.5345682044163221,1.9610527671079778,0.02085377009546814
0.5353924473786156,nan,nan
0.5362166903409089,nan,nan
0.5370409333032022,1.8963305606555796,0.020186052443674912
0.5378651762654957,1.9276721657695621,0.020246136980930224
0.5386894192277891,nan,nan
